sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
208268,https://sofifa.com/player/208268/bryan-cristante/210002,B. Cristante,Bryan Cristante,25,1995-03-03,186,80,Italy,Roma,Italian Serie A,1,78,82,12000000,44000,"CDM, CM, CAM",Right,2,3,3,Medium/Medium,Lean,Yes,21300000,,SUB,4,,2019-02-28,2024,SUB,23,55,72,75,75,75,75,,,,,,,Long Passer (AI),70,68,76,81,70,76,68,62,78,80,58,53,62,76,54,80,56,77,75,77,76,74,76,74,58,74,,77,74,3,5,3,3,5,74+2,74+2,74+2,73+0,74+0,74+0,74+0,73+0,75+2,75+2,75+2,73+2,77+2,77+2,77+2,73+2,74+2,77+2,77+2,77+2,74+2,73+2,75+2,75+2,75+2,73+2
212300,https://sofifa.com/player/212300/jack-oconnell/210002,J. O'Connell,Jack O'Connell,26,1994-03-29,191,85,England,Sheffield United,English Premier League,1,78,82,12000000,36000,CB,Left,1,2,2,High/Medium,Stocky,Yes,23700000,,LCB,5,,2016-07-08,2023,,,62,37,64,63,79,82,,,,,,,"Solid Player, Long Passer (AI)",71,35,76,71,30,62,47,32,64,67,59,65,54,78,48,41,81,79,83,40,82,79,42,58,34,67,,79,74,9,12,7,6,12,56+2,56+2,56+2,60+0,57+0,57+0,57+0,60+0,60+2,60+2,60+2,63+2,65+2,65+2,65+2,63+2,73+2,74+2,74+2,74+2,73+2,74+2,78+2,78+2,78+2,74+2
219581,https://sofifa.com/player/219581/samuel-gigot/210002,S. Gigot,Samuel Gigot,26,1993-10-12,187,83,France,Spartak Moscow,Russian Premier League,1,78,82,12000000,500,CB,Right,1,2,2,Medium/Medium,Normal,No,27300000,,LCB,2,,2018-07-01,2022,,,67,38,63,60,78,79,,,,,,,"Injury Prone, Leadership, Long Passer (AI)",68,35,82,70,30,55,34,33,73,65,63,70,61,76,57,44,80,71,83,33,79,77,49,55,56,67,,79,77,11,15,13,10,10,57+2,57+2,57+2,59+0,57+0,57+0,57+0,59+0,59+2,59+2,59+2,62+2,65+2,65+2,65+2,62+2,72+2,74+2,74+2,74+2,72+2,74+2,78+2,78+2,78+2,74+2
225263,https://sofifa.com/player/225263/duje-caleta-car/210002,D. Ćaleta-Car,Duje Ćaleta-Car,23,1996-09-17,192,89,Croatia,Olympique de Marseille,French Ligue 1,1,78,82,12000000,31000,CB,Right,1,3,2,Low/High,Normal,Yes,23700000,,LCB,15,,2018-07-20,2023,,,62,40,60,62,78,81,,,,,,,,28,32,80,78,32,59,28,31,80,69,60,63,49,76,59,70,80,77,84,27,77,77,54,60,38,78,,79,75,8,9,9,10,8,60+2,60+2,60+2,56+0,60+0,60+0,60+0,56+0,62+2,62+2,62+2,61+2,69+2,69+2,69+2,61+2,68+2,76+2,76+2,76+2,68+2,70+2,78+2,78+2,78+2,70+2
225711,https://sofifa.com/player/225711/abdou-diallo/210002,A. Diallo,Abdou Diallo,24,1996-05-04,187,79,France,Paris Saint-Germain,French Ligue 1,1,78,82,12000000,55000,"CB, LB",Left,2,3,3,Medium/Medium,Lean,Yes,23100000,,SUB,22,,2019-07-16,2024,,,75,38,71,76,78,76,,,,,,,,69,38,78,78,39,75,56,32,76,78,73,76,73,77,71,46,83,74,76,24,77,78,61,69,41,81,,78,81,12,7,7,7,8,62+2,62+2,62+2,68+0,66+0,66+0,66+0,68+0,69+2,69+2,69+2,71+2,72+2,72+2,72+2,71+2,76+2,77+2,77+2,77+2,76+2,77+2,78+2,78+2,78+2,77+2
226766,https://sofifa.com/player/226766/daniel-castelo-podence/210002,Daniel Podence,Daniel Castelo Podence,24,1995-10-21,165,58,Portugal,Wolverhampton Wanderers,English Premier League,1,78,82,13500000,72000,"LW, RW, CF",Right,1,4,4,High/Medium,Normal,No,26700000,"#Speedster, #Dribbler, #Acrobat",RW,10,,2020-01-30,2024,,,92,60,71,85,33,50,,,,,,,"Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",66,59,42,74,57,86,75,42,68,82,94,90,92,77,94,65,66,75,30,55,67,21,76,77,63,78,,30,29,14,14,8,7,15,68+2,68+2,68+2,78+0,76+0,76+0,76+0,78+0,77+2,77+2,77+2,78+2,70+2,70+2,70+2,78+2,59+2,55+2,55+2,55+2,59+2,55+2,43+2,43+2,43+2,55+2
234835,https://sofifa.com/player/234835/domingos-sousa-menezes-duarte/210002,Domingos Duarte,Domingos Sousa Coutinho Meneses Duarte,25,1995-03-03,190,78,Portugal,Granada CF,Spain Primera Division,1,78,82,12000000,25000,CB,Right,1,3,2,Medium/Medium,Lean,No,26100000,,RCB,22,,2019-07-14,2023,,,54,35,55,53,79,78,,,,,,,"Dives Into Tackles (AI), Long Passer (AI)",54,30,80,78,27,48,27,27,56,63,55,53,41,78,48,50,60,75,80,31,82,79,40,30,45,64,,81,79,9,9,14,14,13,54+2,54+2,54+2,52+0,52+0,52+0,52+0,52+0,52+2,52+2,52+2,56+2,60+2,60+2,60+2,56+2,70+2,73+2,73+2,73+2,70+2,72+2,78+2,78+2,78+2,72+2
199189,https://sofifa.com/player/199189/ross-barkley/210002,R. Barkley,Ross Barkley,26,1993-12-05,186,87,England,Chelsea,English Premier League,1,78,81,12500000,80000,"CM, CAM",Right,2,5,4,Medium/Medium,Normal,Yes,24700000,,SUB,8,,2018-01-05,2023,,,69,74,78,80,57,73,,,,,,,"Injury Prone, Long Shot Taker (AI)",67,69,65,83,62,83,69,73,80,84,69,69,65,76,61,81,64,69,76,81,74,54,75,80,65,80,,60,51,9,14,12,6,10,75+2,75+2,75+2,76+0,78+0,78+0,78+0,76+0,79+2,79+2,79+2,77+2,78+2,78+2,78+2,77+2,67+2,70+2,70+2,70+2,67+2,65+2,64+2,64+2,64+2,65+2
202811,https://sofifa.com/player/202811/emiliano-martinez/210002,E. Martínez,Damián Emiliano Martínez,27,1992-09-02,195,90,Argentina,Aston Villa,English Premier League,1,78,81,9000000,43000,GK,Right,1,3,1,Medium/Medium,Stocky,Yes,17800000,,SUB,26,,2020-09-16,2024,,,,,,,,,78,80,78,77,58,77,GK Long Throw,22,16,26,45,13,13,22,20,48,35,59,57,49,73,49,59,60,40,70,16,37,13,12,64,42,53,,20,20,78,80,78,77,77,35+2,35+2,35+2,34+0,36+0,36+0,36+0,34+0,39+2,39+2,39+2,37+2,40+2,40+2,40+2,37+2,32+2,36+2,36+2,36+2,32+2,32+2,31+2,31+2,31+2,32+2
203775,https://sofifa.com/player/203775/loris-karius/210002,L. Karius,Loris Karius,27,1993-06-22,189,87,Germany,Liverpool,English Premier League,1,78,81,9000000,59000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,17300000,,RES,22,,2016-07-01,2021,,,,,,,,,82,72,78,81,54,76,Rushes Out Of Goal,14,18,14,38,14,16,12,14,41,23,55,54,51,74,43,59,74,36,64,16,21,13,8,50,19,60,,11,13,82,72,78,76,81,32+2,32+2,32+2,30+0,32+0,32+0,32+0,30+0,34+2,34+2,34+2,32+2,33+2,33+2,33+2,32+2,27+2,29+2,29+2,29+2,27+2,27+2,25+2,25+2,25+2,27+2
204077,https://sofifa.com/player/204077/mbaye-niang/210002,M. Niang,M'Baye Babacar Niang,25,1994-12-19,188,83,Senegal,Stade Rennais FC,French Ligue 1,1,78,81,13000000,49000,ST,Right,2,4,3,High/Low,Normal,Yes,25700000,,SUB,11,,2019-05-31,2023,,,81,79,68,79,31,72,,,,,,,"Flair, Speed Dribbler (AI)",67,79,69,72,72,81,70,66,58,83,77,85,72,69,63,87,71,70,82,74,52,30,78,71,75,74,,24,20,4,6,4,4,4,78+2,78+2,78+2,77+0,78+0,78+0,78+0,77+0,76+2,76+2,76+2,75+2,68+2,68+2,68+2,75+2,56+2,53+2,53+2,53+2,56+2,52+2,47+2,47+2,47+2,52+2
204529,https://sofifa.com/player/204529/michy-batshuayi/210002,M. Batshuayi,Michy Batshuayi Tunga,26,1993-10-02,185,91,Belgium,Crystal Palace,English Premier League,1,78,81,13000000,60000,ST,Right,2,5,4,Medium/Low,Normal,Yes,,,SUB,23,Chelsea,,2021,,,75,79,58,78,33,72,,,,,,,Flair,65,81,75,62,77,78,66,46,36,79,75,75,75,77,75,81,80,64,79,73,63,23,81,62,67,81,,26,22,9,10,16,7,15,78+2,78+2,78+2,74+0,76+0,76+0,76+0,74+0,72+2,72+2,72+2,71+2,62+2,62+2,62+2,71+2,53+2,49+2,49+2,49+2,53+2,51+2,49+2,49+2,49+2,51+2
207421,https://sofifa.com/player/207421/leandro-trossard/210002,L. Trossard,Leandro Trossard,25,1994-12-04,172,67,Belgium,Brighton & Hove Albion,English Premier League,1,78,81,13000000,55000,"LM, LW",Right,1,4,4,High/Medium,Lean,Yes,25700000,#Acrobat,LS,11,,2019-07-01,2023,SUB,23,82,77,76,81,30,62,,,,,,,"Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",75,75,62,76,74,81,81,69,77,79,89,76,92,70,85,76,78,73,60,82,47,18,75,76,75,80,,31,18,14,8,11,7,7,74+2,74+2,74+2,78+0,77+0,77+0,77+0,78+0,78+2,78+2,78+2,77+2,71+2,71+2,71+2,77+2,56+2,53+2,53+2,53+2,56+2,52+2,43+2,43+2,43+2,52+2
210864,https://sofifa.com/player/210864/elseid-hysaj/210002,E. Hysaj,Elseid Hysaj,26,1994-02-02,182,70,Albania,Napoli,Italian Serie A,1,78,81,11500000,54000,"RB, LB",Right,2,3,3,Medium/Medium,Normal,No,20400000,,SUB,23,,2015-08-02,2021,,,76,51,67,73,77,72,,,,,,,,74,47,66,75,40,72,40,30,68,74,74,77,74,75,69,68,68,80,66,43,79,78,63,59,40,74,,80,78,12,6,14,9,11,64+2,64+2,64+2,68+0,67+0,67+0,67+0,68+0,67+2,67+2,67+2,71+2,70+2,70+2,70+2,71+2,76+2,75+2,75+2,75+2,76+2,76+2,75+2,75+2,75+2,76+2
212153,https://sofifa.com/player/212153/roberto-gagliardini/210002,R. Gagliardini,Roberto Gagliardini,26,1994-04-07,188,77,Italy,Inter,Italian Serie A,1,78,81,11500000,77000,"CDM, CM",Right,2,3,3,Medium/High,Lean,No,19800000,,SUB,5,,2017-08-01,2023,,,57,63,71,74,77,72,,,,,,,,64,54,73,78,68,75,68,38,75,77,60,55,62,72,62,76,62,83,67,73,74,78,68,73,40,74,,79,77,12,6,8,7,9,68+2,68+2,68+2,69+0,70+0,70+0,70+0,69+0,72+2,72+2,72+2,70+2,75+2,75+2,75+2,70+2,74+2,77+2,77+2,77+2,74+2,74+2,75+2,75+2,75+2,74+2
213160,https://sofifa.com/player/213160/roman-zobnin/210002,R. Zobnin,Roman Zobnin,26,1994-02-11,182,78,Russia,Spartak Moscow,Russian Premier League,1,78,81,11500000,500,"CDM, CM, LM",Right,1,3,4,High/High,Lean,No,26200000,#Engine,RCM,47,,2016-07-01,2024,SUB,11,76,62,76,77,76,72,,,,,,,,73,60,70,81,55,77,65,66,79,82,74,78,70,77,65,65,63,90,66,62,69,73,68,72,67,77,,76,74,10,8,13,15,9,70+2,70+2,70+2,74+0,73+0,73+0,73+0,74+0,75+2,75+2,75+2,76+2,77+2,77+2,77+2,76+2,78+2,77+2,77+2,77+2,78+2,77+2,74+2,74+2,74+2,77+2
242348,https://sofifa.com/player/242348/lorenzo-moron-garcia/210002,Loren,Lorenzo Jesús Morón García,26,1993-12-30,188,82,Spain,Real Betis,Spain Primera Division,1,78,81,13000000,28000,ST,Right,1,3,3,Medium/Medium,Normal,No,28300000,,SUB,16,,2015-01-29,2024,,,73,81,60,77,36,74,,,,,,,"Flair, Long Shot Taker (AI)",41,83,73,74,81,78,72,53,41,79,74,72,70,78,58,80,70,71,76,77,76,21,80,67,77,70,,19,23,7,13,13,15,6,78+2,78+2,78+2,74+0,77+0,77+0,77+0,74+0,74+2,74+2,74+2,71+2,65+2,65+2,65+2,71+2,53+2,53+2,53+2,53+2,53+2,50+2,50+2,50+2,50+2,50+2
192227,https://sofifa.com/player/192227/shkodran-mustafi/210002,S. Mustafi,Shkodran Mustafi,28,1992-04-17,184,83,Germany,Arsenal,English Premier League,1,78,80,10500000,72000,CB,Right,3,2,2,Medium/High,Normal,Yes,20700000,,RCB,20,,2016-08-30,2021,,,58,57,63,61,77,77,,,,,,,Dives Into Tackles (AI),53,58,81,75,51,53,55,47,69,70,55,61,63,76,67,66,81,68,78,52,87,75,49,55,54,73,,79,78,11,9,15,10,6,64+3,64+3,64+3,60+0,61+0,61+0,61+0,60+0,62+3,62+3,62+3,62+3,66+3,66+3,66+3,62+3,69+3,74+3,74+3,74+3,69+3,71+3,77+3,77+3,77+3,71+3
199915,https://sofifa.com/player/199915/lewis-dunk/210002,L. Dunk,Lewis Dunk,28,1991-11-21,192,88,England,Brighton & Hove Albion,English Premier League,1,78,80,10500000,55000,CB,Right,1,3,2,Medium/High,Normal,Yes,20700000,,CB,5,,2010-07-01,2025,,,51,49,62,63,79,78,,,,,,,"Power Free-Kick, Solid Player, Dives Into Tackles (AI), Leadership, Long Passer (AI), Power Header",32,37,76,75,24,65,52,69,75,70,48,53,37,82,39,72,74,67,83,67,80,78,30,58,36,77,,78,78,15,16,9,12,6,58+2,58+2,58+2,56+0,59+0,59+0,59+0,56+0,61+2,61+2,61+2,58+2,68+2,68+2,68+2,58+2,68+2,76+2,76+2,76+2,68+2,69+2,78+2,78+2,78+2,69+2
204936,https://sofifa.com/player/204936/john-egan/210002,J. Egan,John Egan,27,1992-10-20,188,75,Republic of Ireland,Sheffield United,English Premier League,1,78,80,11000000,36000,CB,Right,1,3,2,Low/Medium,Normal,Yes,21700000,,CB,12,,2018-07-19,2024,RCB,5,64,46,54,61,79,77,,,,,,,Leadership,32,43,76,72,50,55,36,29,69,68,62,65,60,81,66,62,77,69,80,41,79,81,38,44,42,65,,80,76,15,10,9,8,6,59+2,59+2,59+2,55+0,57+0,57+0,57+0,55+0,58+2,58+2,58+2,58+2,64+2,64+2,64+2,58+2,69+2,74+2,74+2,74+2,69+2,71+2,78+2,78+2,78+2,71+2
207791,https://sofifa.com/player/207791/yussuf-poulsen/210002,Y. Poulsen,Yussuf Yurary Poulsen,26,1994-06-15,192,84,Denmark,RB Leipzig,German 1. Bundesliga,1,78,80,12500000,54000,ST,Right,2,3,3,Medium/High,Lean,Yes,22200000,,RS,9,,2013-07-04,2022,RW,20,81,71,67,74,56,81,,,,,,,Team Player,68,76,85,73,75,75,70,42,53,75,80,82,73,80,54,73,83,86,78,58,83,51,81,69,58,72,,58,32,6,11,15,14,8,77+2,77+2,77+2,75+0,76+0,76+0,76+0,75+0,73+2,73+2,73+2,75+2,70+2,70+2,70+2,75+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,64+2,64+2
208135,https://sofifa.com/player/208135/abdoulaye-doucoure/210002,A. Doucouré,Abdoulaye Doucouré,27,1993-01-01,184,76,France,Everton,English Premier League,1,78,80,11000000,69000,"CDM, CAM, CM",Right,2,3,3,High/Medium,PLAYER_BODY_TYPE_369,Yes,21700000,,RCM,16,,2020-09-08,2023,,,68,74,71,74,76,82,,,,,,,,68,72,66,77,68,76,41,42,75,77,64,72,62,75,68,84,72,90,80,75,77,77,73,75,54,74,,78,76,15,12,12,15,14,74+2,74+2,74+2,73+0,75+0,75+0,75+0,73+0,74+2,74+2,74+2,74+2,77+2,77+2,77+2,74+2,76+2,77+2,77+2,77+2,76+2,76+2,76+2,76+2,76+2,76+2
210047,https://sofifa.com/player/210047/fabian-schar/210002,F. Schär,Fabian Lukas Schär,28,1991-12-20,188,84,Switzerland,Newcastle United,English Premier League,1,78,80,10500000,41000,CB,Right,2,4,2,High/Medium,Normal,Yes,20700000,,RCB,5,,2018-07-26,2021,RCB,22,61,69,71,69,79,76,,,,,,,"Long Passer (AI), Long Shot Taker (AI)",65,63,80,75,61,68,65,66,76,73,60,61,64,77,64,78,88,75,78,73,71,80,63,69,78,80,,80,78,8,9,11,10,15,70+2,70+2,70+2,68+0,69+0,69+0,69+0,68+0,70+2,70+2,70+2,69+2,73+2,73+2,73+2,69+2,74+2,76+2,76+2,76+2,74+2,74+2,78+2,78+2,78+2,74+2
210315,https://sofifa.com/player/210315/raul-de-tomas-gomez/210002,De Tomás,Raúl de Tomás Gómez,25,1994-10-17,181,72,Spain,RCD Espanyol,Spanish Segunda División,2,78,80,13000000,12000,ST,Right,1,4,3,Medium/Medium,Normal,No,20500000,,LS,11,,2020-01-09,2026,,,73,80,62,77,35,68,,,,,,,"Power Free-Kick, Long Shot Taker (AI), Outside Foot Shot",50,81,74,75,79,76,61,73,52,79,72,74,77,76,74,81,80,65,72,80,58,22,80,57,75,77,,16,20,6,11,13,7,14,78+2,78+2,78+2,74+0,76+0,76+0,76+0,74+0,73+2,73+2,73+2,71+2,65+2,65+2,65+2,71+2,53+2,52+2,52+2,52+2,53+2,50+2,48+2,48+2,48+2,50+2
212442,https://sofifa.com/player/212442/jose-pedro-malheiro-de-sa/210002,José Sá,José Pedro Malheiro de Sá,27,1993-01-17,192,85,Portugal,Olympiacos CFP,Greek Super League,1,78,80,8500000,500,GK,Right,1,2,1,Medium/Medium,Lean,No,18500000,,GK,1,,2019-05-21,2023,,,,,,,,,79,76,64,80,45,76,Comes For Crosses,18,15,14,30,17,17,12,21,20,20,42,48,62,76,40,48,70,34,72,18,20,18,17,43,11,32,,19,15,79,76,64,76,80,30+2,30+2,30+2,29+0,30+0,30+0,30+0,29+0,31+2,31+2,31+2,29+2,29+2,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2
214097,https://sofifa.com/player/214097/benjamin-bourigeaud/210002,B. Bourigeaud,Benjamin Bourigeaud,26,1994-01-14,178,68,France,Stade Rennais FC,French Ligue 1,1,78,80,12500000,47000,"CM, LM",Right,1,3,3,High/High,Lean,No,24700000,,RCM,14,,2017-06-14,2023,,,71,74,79,78,66,74,,,,,,,"Long Shot Taker (AI), Outside Foot Shot",80,71,63,79,68,79,79,81,76,79,72,70,72,78,74,77,72,83,69,76,74,73,77,79,76,76,,69,65,14,7,15,11,15,74+2,74+2,74+2,77+0,76+0,76+0,76+0,77+0,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,74+2,74+2,74+2,74+2,74+2,72+2,69+2,69+2,69+2,72+2
219681,https://sofifa.com/player/219681/jordan-amavi/210002,J. Amavi,Jordan Amavi,26,1994-03-09,176,70,France,Olympique de Marseille,French Ligue 1,1,78,80,11000000,37000,LB,Left,1,5,3,High/Medium,Normal,Yes,21700000,,LB,18,,2018-07-01,2021,,,76,65,71,76,76,75,,,,,,,,75,60,71,75,56,78,69,49,72,75,77,76,73,75,75,74,82,80,72,68,74,79,71,64,65,72,,77,75,11,10,11,14,12,71+2,71+2,71+2,73+0,72+0,72+0,72+0,73+0,72+2,72+2,72+2,74+2,73+2,73+2,73+2,74+2,76+2,75+2,75+2,75+2,76+2,76+2,75+2,75+2,75+2,76+2
220523,https://sofifa.com/player/220523/yerry-mina/210002,Y. Mina,Yerry Fernando Mina González,25,1994-09-23,195,94,Colombia,Everton,English Premier League,1,78,80,11500000,66000,CB,Right,1,3,2,Medium/Medium,Normal,Yes,22700000,"#Aerial Threat, #Strength",RCB,13,,2018-08-09,2023,RCB,13,51,54,59,59,79,80,,,,,,,Power Header,43,51,85,74,41,62,38,30,68,58,45,55,50,74,32,70,70,67,88,50,80,77,48,56,53,78,,80,75,10,8,12,9,12,62+2,62+2,62+2,56+0,59+0,59+0,59+0,56+0,60+2,60+2,60+2,58+2,65+2,65+2,65+2,58+2,67+2,73+2,73+2,73+2,67+2,69+2,78+2,78+2,78+2,69+2
188988,https://sofifa.com/player/188988/manuel-lanzini/210002,M. Lanzini,Manuel Lanzini,27,1993-02-15,167,59,Argentina,West Ham United,English Premier League,1,78,79,12000000,43000,"CAM, CM, LM",Right,2,3,4,Medium/Medium,Lean,Yes,23700000,,SUB,10,,2016-07-01,2023,,,76,72,78,82,32,47,,,,,,,"Injury Prone, Flair, Long Shot Taker (AI), Playmaker (AI)",74,70,52,80,61,83,76,76,77,81,78,74,84,72,88,76,75,64,35,75,48,27,73,78,73,77,,36,25,14,9,6,7,15,71+2,71+2,71+2,77+0,76+0,76+0,76+0,77+0,78+1,78+1,78+1,77+2,72+2,72+2,72+2,77+2,57+2,55+2,55+2,55+2,57+2,53+2,43+2,43+2,43+2,53+2
198657,https://sofifa.com/player/198657/jonas-svensson/210002,J. Svensson,Jonas Svensson,27,1993-03-06,170,70,Norway,AZ Alkmaar,Holland Eredivisie,1,78,79,10500000,12000,RB,Right,1,3,3,High/High,Stocky,No,16500000,#Engine,RB,2,,2017-01-30,2021,SUB,16,77,60,73,75,73,81,,,,,,,"Solid Player, Dives Into Tackles (AI)",75,55,63,77,61,73,73,54,67,75,76,77,73,77,90,74,73,91,77,58,81,75,69,74,48,74,,75,73,15,12,7,10,16,69+2,69+2,69+2,72+0,71+0,71+0,71+0,72+0,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,77+2,76+2,76+2,76+2,77+2,76+2,74+2,74+2,74+2,76+2
198658,https://sofifa.com/player/198658/fredrik-midtsjo/210002,F. Midtsjø,Fredrik Midtsjø,26,1993-08-11,176,70,Norway,AZ Alkmaar,Holland Eredivisie,1,78,79,12000000,13000,"CM, CDM",Right,2,3,3,Medium/High,Normal,No,18900000,,RCM,6,,2017-08-26,2023,,,77,63,77,77,70,77,,,,,,,Solid Player,73,58,58,83,60,75,66,55,81,79,75,78,74,80,83,74,65,89,73,66,74,78,66,76,51,79,,69,63,8,12,11,13,13,70+2,70+2,70+2,74+0,73+0,73+0,73+0,74+0,75+2,75+2,75+2,76+2,78+1,78+1,78+1,76+2,76+2,77+2,77+2,77+2,76+2,74+2,71+2,71+2,71+2,74+2
198719,https://sofifa.com/player/198719/nathan-redmond/210002,N. Redmond,Nathan Redmond,26,1994-03-06,173,69,England,Southampton,English Premier League,1,78,79,12000000,55000,LM,Right,2,3,4,High/Medium,Lean,Yes,23700000,#Acrobat,LM,11,,2016-07-01,2023,,,83,72,72,82,30,52,,,,,,,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)",74,70,33,76,55,82,72,65,62,79,87,79,90,74,88,80,42,71,50,74,38,30,78,74,57,70,,26,30,12,14,16,6,10,71+2,71+2,71+2,78+0,77+0,77+0,77+0,78+0,77+2,77+2,77+2,77+2,69+2,69+2,69+2,77+2,59+2,53+2,53+2,53+2,59+2,54+2,40+2,40+2,40+2,54+2
201315,https://sofifa.com/player/201315/pablo-nascimento-castro/210002,Pablo,Pablo Nascimento Castro,29,1991-06-21,188,89,Brazil,FC Girondins de Bordeaux,French Ligue 1,1,78,79,10000000,33000,CB,Right,1,2,2,Medium/Medium,Normal,No,19800000,,SUB,3,,2015-08-31,2021,,,52,52,53,61,79,79,,,,,,,,30,49,81,65,52,58,44,50,67,62,40,62,69,76,54,68,76,68,83,43,82,79,40,49,57,75,,79,76,15,13,10,11,11,60+2,60+2,60+2,54+0,56+0,56+0,56+0,54+0,57+2,57+2,57+2,55+2,62+2,62+2,62+2,55+2,65+2,72+2,72+2,72+2,65+2,68+2,78+1,78+1,78+1,68+2
202325,https://sofifa.com/player/202325/diego-demme/210002,D. Demme,Diego Demme,28,1991-11-21,172,71,Germany,Napoli,Italian Serie A,1,78,79,10500000,57000,"CDM, CM",Right,1,4,3,Medium/High,Normal,Yes,18600000,,CM,4,,2020-01-11,2024,,,57,39,74,74,74,77,,,,,,,"Dives Into Tackles (AI), Team Player",70,26,57,80,48,71,65,62,76,75,67,49,85,75,84,62,79,93,66,30,82,78,62,70,58,72,,75,72,14,10,14,12,9,57+2,57+2,57+2,64+0,63+0,63+0,63+0,64+0,67+2,67+2,67+2,69+2,73+2,73+2,73+2,69+2,75+2,77+2,77+2,77+2,75+2,74+2,73+2,73+2,73+2,74+2
202429,https://sofifa.com/player/202429/danny-da-costa/210002,D. da Costa,Danny Vieira da Costa,26,1993-07-13,187,89,Germany,Eintracht Frankfurt,German 1. Bundesliga,1,78,79,10500000,28000,"RWB, RM, RB",Right,1,3,3,High/High,Normal,Yes,18600000,#Engine,RM,24,,2017-07-01,2022,,,75,56,69,72,75,82,,,,,,,,75,51,71,69,54,73,66,49,69,73,76,74,65,75,63,68,85,91,80,55,75,74,71,68,40,73,,76,78,15,15,12,6,6,68+2,68+2,68+2,70+0,69+0,69+0,69+0,70+0,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,76+2,74+2,74+2,74+2,76+2,76+2,75+2,75+2,75+2,76+2
205192,https://sofifa.com/player/205192/denis-suarez-fernandez/210002,Denis Suárez,Denis Suárez Fernández,26,1994-01-06,176,69,Spain,RC Celta,Spain Primera Division,1,78,79,12000000,28000,"LW, LM, CM",Right,2,3,3,Medium/Medium,Lean,Yes,26100000,,LCM,6,,2019-07-01,2023,,,75,72,78,81,61,56,,,,,,,"Finesse Shot, Technical Dribbler (AI)",75,71,49,79,68,82,82,70,78,81,75,75,81,82,76,74,58,66,55,73,47,66,78,81,63,75,,59,49,10,14,10,7,7,73+2,73+2,73+2,78+0,78+0,78+0,78+0,78+0,79+0,79+0,79+0,78+1,77+2,77+2,77+2,78+1,70+2,69+2,69+2,69+2,70+2,68+2,61+2,61+2,61+2,68+2
207441,https://sofifa.com/player/207441/luciano-vietto/210002,L. Vietto,Luciano Darío Vietto,26,1993-12-05,173,65,Argentina,Sporting CP,Portuguese Liga ZON SAGRES,1,78,79,12000000,17000,"LW, ST",Right,1,4,3,Medium/Medium,Lean,Yes,24900000,,SUB,10,,2019-07-01,2024,,,77,75,75,82,45,63,,,,,,,"Long Passer (AI), Long Shot Taker (AI)",74,73,69,75,77,82,78,70,74,83,79,75,84,72,80,78,72,74,57,79,63,35,76,79,69,74,,46,35,14,14,8,8,12,75+2,75+2,75+2,78+0,78+0,78+0,78+0,78+0,78+1,78+1,78+1,77+2,73+2,73+2,73+2,77+2,62+2,61+2,61+2,61+2,62+2,59+2,54+2,54+2,54+2,59+2
207599,https://sofifa.com/player/207599/michael-keane/210002,M. Keane,Michael Keane,27,1993-01-11,191,82,England,Everton,English Premier League,1,78,79,10500000,69000,CB,Right,2,2,2,Medium/High,Normal,Yes,20700000,,LCB,5,,2017-07-03,2025,SUB,14,58,49,62,64,79,79,,,,,,,Power Header,60,50,81,69,40,64,53,33,67,66,55,61,56,76,61,58,83,66,86,46,75,78,29,55,48,69,,79,79,16,7,8,14,11,59+2,59+2,59+2,58+0,58+0,58+0,58+0,58+0,59+2,59+2,59+2,60+2,64+2,64+2,64+2,60+2,70+2,73+2,73+2,73+2,70+2,72+2,78+1,78+1,78+1,72+2
